رقم,اسم الملف,اسم المنتج المبدئي,التصنيف,بصمة الصورة,ملاحظة تشابه
6001,Hazem19792019_6516.jpg,منتج Hazem19792019_6516,أخرى,7f7b7b5bd9500103,
6002,Hazem19792019_6517.jpg,منتج Hazem19792019_6517,أخرى,3f01c3c4243fffff,يوجد صور متطابقة/متشابهة بصرياً
6003,Hazem19792019_6518.jpg,منتج Hazem19792019_6518,أخرى,1fcfc34fcfcfcf01,
6004,Hazem19792019_6519.jpg,منتج Hazem19792019_6519,أخرى,ff9cbc1c0d0d0dfc,
6005,Hazem19792019_652.jpg,منتج Hazem19792019_652,أخرى,0000207d397e7e38,
6006,Hazem19792019_6520.jpg,منتج Hazem19792019_6520,أخرى,0fff301199f9c9c9,يوجد صور متطابقة/متشابهة بصرياً
6007,Hazem19792019_6521.jpg,منتج Hazem19792019_6521,أخرى,f783038fff039b9f,يوجد صور متطابقة/متشابهة بصرياً
6008,Hazem19792019_6522.jpg,منتج Hazem19792019_6522,أخرى,1f0eecececececcc,
6009,Hazem19792019_6523.jpg,منتج Hazem19792019_6523,أخرى,dbe7eee7e3e3a3f7,يوجد صور متطابقة/متشابهة بصرياً
6010,Hazem19792019_6524.jpg,منتج Hazem19792019_6524,أخرى,70f6f2f6f0f01218,يوجد صور متطابقة/متشابهة بصرياً
6011,Hazem19792019_6525.jpg,منتج Hazem19792019_6525,أخرى,f0f3f1f9fffa0808,يوجد صور متطابقة/متشابهة بصرياً
6012,Hazem19792019_6526.jpg,منتج Hazem19792019_6526,أخرى,f3181cfffdbfb9f8,يوجد صور متطابقة/متشابهة بصرياً
6013,Hazem19792019_6527.jpg,منتج Hazem19792019_6527,أخرى,efcfc3012003c3c3,يوجد صور متطابقة/متشابهة بصرياً
6014,Hazem19792019_6528.jpg,منتج Hazem19792019_6528,أخرى,ffffbfb38180010f,يوجد صور متطابقة/متشابهة بصرياً
6015,Hazem19792019_6529.jpg,منتج Hazem19792019_6529,أخرى,e0e0e2c3c3e3c3e0,يوجد صور متطابقة/متشابهة بصرياً
6016,Hazem19792019_653.jpg,منتج Hazem19792019_653,أخرى,fd984cf9fc641111,يوجد صور متطابقة/متشابهة بصرياً
6017,Hazem19792019_6530.jpg,منتج Hazem19792019_6530,أخرى,e3c3c7c3f7e7c3e3,يوجد صور متطابقة/متشابهة بصرياً
6018,Hazem19792019_6531.jpg,منتج Hazem19792019_6531,أخرى,fcff07070e0e86fc,
6019,Hazem19792019_6532.jpg,منتج Hazem19792019_6532,أخرى,dfc7c7c7c7e6e6c1,يوجد صور متطابقة/متشابهة بصرياً
6020,Hazem19792019_6533.jpg,منتج Hazem19792019_6533,أخرى,fc7c6c7cfcfc14fc,يوجد صور متطابقة/متشابهة بصرياً
