رقم,اسم الملف,اسم المنتج المبدئي,التصنيف,بصمة الصورة,ملاحظة تشابه
1501,Hazem19792019_2392.jpg,منتج Hazem19792019_2392,أخرى,9f8f8f8fcc888880,يوجد صور متطابقة/متشابهة بصرياً
1502,Hazem19792019_2393.jpg,منتج Hazem19792019_2393,أخرى,ffdfa3c3c38383ef,يوجد صور متطابقة/متشابهة بصرياً
1503,Hazem19792019_2394.jpg,منتج Hazem19792019_2394,أخرى,fefffefee2c04000,يوجد صور متطابقة/متشابهة بصرياً
1504,Hazem19792019_2395.jpg,منتج Hazem19792019_2395,أخرى,4e767e7d72171300,يوجد صور متطابقة/متشابهة بصرياً
1505,Hazem19792019_2396.jpg,منتج Hazem19792019_2396,أخرى,e1e0e0f0f0f0f043,
1506,Hazem19792019_2397.jpg,منتج Hazem19792019_2397,أخرى,ffff000808be89ff,
1507,Hazem19792019_2398.jpg,منتج Hazem19792019_2398,أخرى,3c3c0046fcee8f3f,يوجد صور متطابقة/متشابهة بصرياً
1508,Hazem19792019_2399.jpg,منتج Hazem19792019_2399,أخرى,ff013d014101017f,
1509,Hazem19792019_240.jpg,منتج Hazem19792019_240,أخرى,3c00307f7f7f3a00,
1510,Hazem19792019_2400.jpg,منتج Hazem19792019_2400,أخرى,ff1b13b1350565ad,يوجد صور متطابقة/متشابهة بصرياً
1511,Hazem19792019_2401.jpg,منتج Hazem19792019_2401,أخرى,c380818189afef8f,
1512,Hazem19792019_2402.jpg,منتج Hazem19792019_2402,أخرى,fefcc01e1e007874,
1513,Hazem19792019_2403.jpg,منتج Hazem19792019_2403,أخرى,c303e7e79fff0110,
1514,Hazem19792019_2404.jpg,منتج Hazem19792019_2404,أخرى,ff007e7f727f7e00,
1515,Hazem19792019_2405.jpg,منتج Hazem19792019_2405,أخرى,00007f7747577d37,
1516,Hazem19792019_2406.jpg,منتج Hazem19792019_2406,أخرى,7a78f6f6f6fe3e0a,
1517,Hazem19792019_2407.jpg,منتج Hazem19792019_2407,أخرى,c3f9f0d0d6dec689,
1518,Hazem19792019_2408.jpg,منتج Hazem19792019_2408,أخرى,efc7c3cf8381c5c1,
1519,Hazem19792019_2409.jpg,منتج Hazem19792019_2409,أخرى,ffefc7c5c1a3e3ff,يوجد صور متطابقة/متشابهة بصرياً
1520,Hazem19792019_241.jpg,منتج Hazem19792019_241,أخرى,fefe002070006f7f,
1521,Hazem19792019_2410.jpg,منتج Hazem19792019_2410,أخرى,fffd007fff000000,يوجد صور متطابقة/متشابهة بصرياً
1522,Hazem19792019_2411.jpg,منتج Hazem19792019_2411,أخرى,ffb0bcb0b8b6809d,يوجد صور متطابقة/متشابهة بصرياً
1523,Hazem19792019_2412.jpg,منتج Hazem19792019_2412,أخرى,3f003c1c1e747c18,
1524,Hazem19792019_2413.jpg,منتج Hazem19792019_2413,أخرى,f87c7f7b73474c00,يوجد صور متطابقة/متشابهة بصرياً
1525,Hazem19792019_2414.jpg,منتج Hazem19792019_2414,أخرى,ef8381810181c3ff,يوجد صور متطابقة/متشابهة بصرياً
1526,Hazem19792019_2415.jpg,منتج Hazem19792019_2415,أخرى,f7f784060121f1f1,يوجد صور متطابقة/متشابهة بصرياً
1527,Hazem19792019_2416.jpg,منتج Hazem19792019_2416,أخرى,6d60e0c14343e3ef,يوجد صور متطابقة/متشابهة بصرياً
