رقم,اسم الملف,اسم المنتج المبدئي,التصنيف,بصمة الصورة,ملاحظة تشابه
3601,Hazem19792019_4328.jpg,منتج Hazem19792019_4328,أخرى,7078300036361fff,يوجد صور متطابقة/متشابهة بصرياً
3602,Hazem19792019_4329.jpg,منتج Hazem19792019_4329,أخرى,00079fcdcdc9c707,
3603,Hazem19792019_433.jpg,منتج Hazem19792019_433,أخرى,ffffb1018181ffff,
3604,Hazem19792019_4330.jpg,منتج Hazem19792019_4330,أخرى,fcfcdbfbe9bda100,يوجد صور متطابقة/متشابهة بصرياً
3605,Hazem19792019_4331.jpg,منتج Hazem19792019_4331,أخرى,800f6f0f6b2d0e00,
3606,Hazem19792019_4332.jpg,منتج Hazem19792019_4332,أخرى,043dfd9a9a98d9d8,
3607,Hazem19792019_4333.jpg,منتج Hazem19792019_4333,أخرى,020f7fd7d753c2d3,
3608,Hazem19792019_4334.jpg,منتج Hazem19792019_4334,أخرى,ecc0fff8f8bee400,
3609,Hazem19792019_4335.jpg,منتج Hazem19792019_4335,أخرى,e7c1c3e7e7ffffee,يوجد صور متطابقة/متشابهة بصرياً
3610,Hazem19792019_4336.jpg,منتج Hazem19792019_4336,أخرى,e7e5c603858f89e9,يوجد صور متطابقة/متشابهة بصرياً
3611,Hazem19792019_4337.jpg,منتج Hazem19792019_4337,أخرى,f8f8f8f888f8ba8e,يوجد صور متطابقة/متشابهة بصرياً
3612,Hazem19792019_4338.jpg,منتج Hazem19792019_4338,أخرى,9f9fefcbc1d98fcf,يوجد صور متطابقة/متشابهة بصرياً
3613,Hazem19792019_4339.jpg,منتج Hazem19792019_4339,أخرى,ffb901b9ffbdffbd,يوجد صور متطابقة/متشابهة بصرياً
3614,Hazem19792019_434.jpg,منتج Hazem19792019_434,أخرى,df8f878181818181,يوجد صور متطابقة/متشابهة بصرياً
3615,Hazem19792019_4340.jpg,منتج Hazem19792019_4340,أخرى,fffce1e1918fffff,يوجد صور متطابقة/متشابهة بصرياً
